entity,type,url
Wenlock Olympian Society,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Rugby School,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sports Illustrated,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Reuters,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Frédéric,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Anestis Constantinides,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Streit,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Geōrgios S.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
L'affaire Zappa,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Conflit Gréco-Roumain,ORG,https://en.wikipedia.org/wiki/Olympic_Games
L. Larose,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sports Reference,ORG,https://en.wikipedia.org/wiki/Olympic_Games
ESPN,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Canadian Broadcasting Centre,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Hines,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Utah Athletic Foundation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Nucilli,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ryleigh,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Reader's Digest,ORG,https://en.wikipedia.org/wiki/Olympic_Games
BBC Sport,ORG,https://en.wikipedia.org/wiki/Olympic_Games
International Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Government of Canada,ORG,https://en.wikipedia.org/wiki/Olympic_Games
paralympic.org,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Gibson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Owen,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sainsbury's,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Guardian,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Rogge,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Rice,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
John,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
USA Today,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Vancouver Organizing Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Wade,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Stephen,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Michaelis,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Vicky,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Beijing Organizing Committee for the Games of the XXIX Olympiad,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Executive Board,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Netherlands Antilles,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Sudakov,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Dmitry,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Flyvbjerg,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Bent,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Stewart,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Allison,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Budzier,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Alexander,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Saïd Business School,ORG,https://en.wikipedia.org/wiki/Olympic_Games
University of Oxford,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Abrahamson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Alan,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Leahy,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Joe,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Brazil,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Financial Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Lunn,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Daniel,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
AP News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Cengel,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Katya,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Courier Journal,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Louisville,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Kentucky,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Cengel,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Centre for Canadian Baseball Research,ORG,https://en.wikipedia.org/wiki/Olympic_Games
St. Mary's,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Ontario,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Robert K. Barney,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Center for Sociocultural Sport and Olympic Research,ORG,https://en.wikipedia.org/wiki/Olympic_Games
International Society of Olympic Historians,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Greenwell M,ORG,https://en.wikipedia.org/wiki/Olympic_Games
WIRED,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Rose,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Spiegel MM,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Economic Journal,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Tilcsik,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Administrative Science Quarterly,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Social Science Research Network,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Glynn,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Mary Ann,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Journal of Management Studies,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Walker,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Shaun,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Abend,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lisa,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Time,ORG,https://en.wikipedia.org/wiki/Olympic_Games
South Sudan,GPE,https://en.wikipedia.org/wiki/Olympic_Games
eurolympic.org,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Organising Committees for the Olympic Games,ORG,https://en.wikipedia.org/wiki/Olympic_Games
AIMS,ORG,https://en.wikipedia.org/wiki/Olympic_Games
David Maraniss,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Simon & Schuster,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Riding,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Deseret News Archives,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Jordan,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Mary,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sullivan,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Kevin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Washington Post,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Macintyre,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Donald,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Time Magazine,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Wharton,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
David,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
St. Louis Post-Dispatch,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Missouri,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Herald News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Passaic County,GPE,https://en.wikipedia.org/wiki/Olympic_Games
New Jersey,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Rowlatt,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Justin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
BBC News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Zinser,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lynn,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
New York,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Paris Mayor,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Sporting Life,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Berkes,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Howard,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
NPR,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Franklin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Kodak,ORG,https://en.wikipedia.org/wiki/Olympic_Games
ITV News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Anne Cooper-Chen,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Global Entertainment Media,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Routledge,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Primer,ORG,https://en.wikipedia.org/wiki/Olympic_Games
LA84 Foundation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Buchanon & Mallon,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Trevor Slack,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Commercialisation of Sport,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Gershon,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Crupi,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Anthony,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Adweek,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Armour,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Nancy,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
NBC Universal,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Zaccardi,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Nick,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
NBC Olympics,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Universal Sports,ORG,https://en.wikipedia.org/wiki/Olympic_Games
NBC Sports,ORG,https://en.wikipedia.org/wiki/Olympic_Games
U.S. Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Draper,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Hayes,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Dade,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Whannel,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Garry,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Tomlinson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Pluto Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
CBS News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Walters,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Carter,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Bill,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sandomir,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Richard,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Woods,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Huffington Post,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Coskrey,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Jason,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Japan Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Federal Reserve Bank of San Francisco,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Lennartz,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Karl,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Journal of Olympic History,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Hoffmane,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Université de Paris IV – Sorbonne,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Michaela Lochmann,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Real Sports with Bryant Gumbel,ORG,https://en.wikipedia.org/wiki/Olympic_Games
HBO,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Studies Centre,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Belam,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Martin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The San Diego Union-Tribune,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sina Online,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Madhani,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Aamer,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ogilvie,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Claire,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Province,ORG,https://en.wikipedia.org/wiki/Olympic_Games
British Columbia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Eassom,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Biography.com,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Central Intelligence Agency,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Cervin,GPE,https://en.wikipedia.org/wiki/Olympic_Games
University of Illinois Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Schantz,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Coubertin,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Samaranch,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Comité International Pierre De Coubertin,ORG,https://en.wikipedia.org/wiki/Olympic_Games
iihf.com,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Hockey Hall of Fame,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Krüger,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
CBC Sports,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Review,ORG,https://en.wikipedia.org/wiki/Olympic_Games
MacIntosh,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Greenhorn,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Donna,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Hawes,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Michael,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
American Review of Canadian Studies,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Deutsche Welle,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Inter Press Service,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Tibet,GPE,https://en.wikipedia.org/wiki/Olympic_Games
The Economic Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Putin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Christian Science Monitor,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Christian Science Monitor,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Bernas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Frederick,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Doherty,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Erin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Axios,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Simone McCarthy,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Rhea Mogul,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
India,GPE,https://en.wikipedia.org/wiki/Olympic_Games
CNN,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Litsky,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Frank,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sovetskaya Entsiklopediya,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Roche,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
"Benson, Tyler",ORG,https://en.wikipedia.org/wiki/Olympic_Games
Guided History,ORG,https://en.wikipedia.org/wiki/Olympic_Games
IOC EB,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Indian Express,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Tom Hicks,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Begley,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sharon,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Newsweek,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Hunt,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Thomas M.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
University of Texas Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ruiz,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Rebecca R.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Porterfield,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Montague,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
James,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Coile,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Zachary,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The San Francisco Chronicle,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Halkia,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Express India Newspapers,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Jett,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Jennifer,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
NBC News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ostlere,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lawrence,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
McLaren,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Panja,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Tariq,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
I.O.C.,ORG,https://en.wikipedia.org/wiki/Olympic_Games
TASS,ORG,https://en.wikipedia.org/wiki/Olympic_Games
MSN,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Seattle Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Dunbar,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Graham,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Tétrault-Farber,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Gabrielle,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Axon,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Iain,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Grohmann,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Karolos,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Brennan,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Christine,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Kamila Valieva,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Thompson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Anna,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Macur,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Juliet,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Keh,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Andrew,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lonas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lexi,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Hill,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ritchie,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Hannah,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Watson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Angus,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Regan,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Helen,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
PA Media,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sky Sports,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Goodwin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sam,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Yahoo Sport Australia,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Evan Bates,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Kamila Valiyeva,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
OlympicTalk,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Zemlianichenko,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Herald Journal,ORG,https://en.wikipedia.org/wiki/Olympic_Games
USA TODAY,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ramsay,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
George,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Morse,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ben,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Court of Arbitration for Sport,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ali,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
CNN/SI,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Wallechinsky,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
MacKay,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Duncan,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Insidethegames.biz,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Inside the Games,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Hubbard,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Independent,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Agence France-Presse,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Mather,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Victor,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Goldsmith,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Belinda,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ewing,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lori,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Nelsen,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Matt,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Bush,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Senor,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Juan I.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Finkelstein,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Beth,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Koch,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Noel,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
bin Laden,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Daily Hampshire Gazette,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Shachar,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
IOC Executive Board,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Larmer,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Brook,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Museum,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Munro,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Charles J.P. Lucas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Woodard & Tiernan,ORG,https://en.wikipedia.org/wiki/Olympic_Games
MacCarthy,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
St Louis – Ireland's,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Cork University Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Esselte Aktiebolag,ORG,https://en.wikipedia.org/wiki/Olympic_Games
W. M. Houston,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Africa,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Buchanon,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ian,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Mallon,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Lanham,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Maryland,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Scarecrow Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Walter,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Homo Necans,ORG,https://en.wikipedia.org/wiki/Olympic_Games
University of California Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Cooper-Chen,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Anne,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Mahwah,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Lawrence Erlbaum Associates,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Pierre de,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Philemon,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Timoleon J.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Politis,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Anninos,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Charalambos,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Charles Beck,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Nigel B.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sport in Ancient Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Greenwood Publishing Group,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Centre for Olympic Studies,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Findling,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
John E.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Pelle,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Kimberly D.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Westport,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Connecticut,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Greenwood Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Richard A. (,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Vassil,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Parry,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Jim,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Mark,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
James R. (,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Arnd,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Murray,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
William J.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Maraniss,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
George R.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
America,GPE,https://en.wikipedia.org/wiki/Olympic_Games
University of Missouri Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Rosen Publishing Group,ORG,https://en.wikipedia.org/wiki/Olympic_Games
N.J.,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Lewis,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Boardman,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Davies,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Maurice,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
"Routledge, Taylor & Francis Group",ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ayelet,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Yale Law Journal,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Slack,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Trevor,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Judith,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Austin,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Minneapolis,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Minnesota,GPE,https://en.wikipedia.org/wiki/Olympic_Games
